,Country,City,Location
653,United States of America,,
654,Pakistan,"Nowshehra, Khyber Pakhtunkhwa","(34.0155606, 71.981283)"
655,Indonesia,jakarta,
656,Algeria,Constantine,
657,Cote d'Ivoire,Abidjan,"(5.4091179, -4.0422098)"
658,United States of America,"Miami, FL",
659,Portugal,Porto,
660,Guatemala,GUASTATOYA EL PROGRESO,
661,Nepal,Kathmandu,
662,Ireland,Cork,"(51.8979282, -8.4705805)"
663,Cameroon,Yaoundé,"(3.8689867, 11.5213344)"
664,United States of America,"Austin, TX","(30.2711286, -97.7436994)"
665,Cameroon,Buea-,"(4.1562251, 9.2317397)"
666,United Kingdom of Great Britain and Northern Ireland,Hawick,
667,Mali,"Bamako, MALI","(12.6493194, -8.000337)"
668,United States of America,pasadena california,"(34.1476452, -118.1444778)"
669,Ecuador,Ibarra,
670,Colombia,Medellin,"(6.2443382, -75.5735529)"
671,Canada,Ottawa,"(45.4210328, -75.6900218)"
672,Sri Lanka,Kekirawa,
673,Argentina,Buenos Aires,
674,Ireland,Dublin,
675,Namibia,Windhoek,
676,Uruguay,Montevideo,
677,Brazil,Recife,
678,Ireland,Donegal,
679,Denmark,Copenhagen,
680,Venezuela (Bolivarian Republic of),caracas,
681,Italy,Roma,
682,Zimbabwe,Harare,
683,United Republic of Tanzania,Dar es Salaam,
684,Argentina,Rosario,
685,Paraguay,Coronel Oviedo,
686,Argentina,Tucumán,
687,Mexico,"Hermosillo, Sonora",
688,Brazil,RIO DE JANEIRO - STAY AWAY FROM OLYMPICS IN RIO,
689,Belgium,Brussels,"(50.8465565, 4.351697)"
690,Mozambique,,"(-19.3022329, 34.9144977)"
691,United States of America,Honolulu,
692,Tunisia,Tunis,
693,Kenya,Nairobi,
694,United Kingdom of Great Britain and Northern Ireland,Reading,
695,Australia,Perth,
696,Peru,Lima,
697,Belarus,Minsk,
698,India,Chennai,
699,India,faridabad,
700,Malaysia,Subang Jaya,"(3.0567521, 101.5854671)"
701,Pakistan,Karachi,"(24.8667795, 67.0311286)"
702,Saudi Arabia,Riyadh,
703,Guyana,Georgetown,
704,Nigeria,Asaba/Delta State,
705,Sweden,Göteborg,
706,Argentina,Salta,
707,Canada,Toronto,
708,Pakistan,Islamabad,
709,Nicaragua,Managua,
710,Canada,Vancouver,"(49.2608944, -123.1139382)"
711,United States of America,Los Angeles,
712,South Africa,Pretoria,"(-25.7458368, 28.1867178)"
713,Indonesia,Bandung,"(-6.9344693, 107.6049539)"
714,Nigeria,"ENUGU, ENUGU STATE","(6.461798, 7.493526)"
715,Mexico,Mexico City,
716,United States of America,,
717,Madagascar,Antsiranana,
718,Mexico,Culiacán Sinaloa,
719,Nicaragua,Managua,
720,Spain,Barcelona,
721,Canada,Montreal,
722,India,Adipur,
723,Bangladesh,Dhaka,"(23.7593572, 90.3788136)"
724,Republic of Korea,Seoul,"(37.5666791, 126.9782914)"
725,Argentina,San Miguel.,
726,Spain,Barcelona,"(41.3825596, 2.1771353)"
727,United Kingdom of Great Britain and Northern Ireland,colne,"(53.8567728, -2.1691237)"
728,United Kingdom of Great Britain and Northern Ireland,Truro,"(50.2627515, -5.0520466)"
729,Argentina,Luján de Cuyo - Provincia de Mendoza,
730,India,New Delhi,"(28.6138967, 77.2159562)"
731,United States of America,Raleigh,"(35.7804015, -78.6390778)"
732,Iran (Islamic Republic of),esfahan,
733,United States of America,,"(39.7837304, -100.4458824)"
734,Germany,,"(51.0834196, 10.4234469)"
735,Kuwait,Kuwait,
736,United Kingdom of Great Britain and Northern Ireland,Winchester,
737,Pakistan,Gilgit,
738,Indonesia,Jogjakarta,
739,India,visakhapatnam,"(17.7231276, 83.3012842)"
740,Serbia,Belgrade,
741,Colombia,,
742,India,Hansi,"(29.10532, 75.9634101)"
743,Belarus,Minsk,"(53.902334, 27.5618791)"
744,Ghana,Accra,"(5.5600141, -0.2057436)"
745,Canada,Calgary,"(51.0530588, -114.0625613)"
746,Switzerland,Geneva,"(46.2017559, 6.1466014)"
747,Cote d'Ivoire,Abidjan,"(5.4091179, -4.0422098)"
748,Viet Nam,Hanoi,"(20.9749006, 105.675563063679)"
749,Venezuela (Bolivarian Republic of),El Tigre. Estado Anzoátegui.,
750,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
751,Portugal,Lisbon,"(38.7077926, -9.1365069)"
752,Gambia,"Fajara, KSMD",
753,United States of America,"Macomb, Michigan","(42.6741189, -82.9029009)"
754,India,Mumbai,"(18.9523804, 72.8327112)"
755,Albania,Vlora,"(40.4695908, 19.4837727)"
756,Denmark,Copenhagen,"(55.6867243, 12.5700724)"
757,United States of America,"la mirada, calif.","(33.9060971, -118.0107091)"
758,Germany,Leipzig,"(51.3391827, 12.3810549)"
759,Niger,-,"(17.7356214, 9.3238432)"
760,Romania,Ramnicu Valcea,"(45.1031674, 24.3646431)"
761,United States of America,NOMAD,"(45.5950026, -85.5150793)"
762,Mexico,Nuevo León,"(26.2384363, -99.8872999)"
763,United States of America,"Washington, DC","(38.8949549, -77.0366455)"
764,Guatemala,Guatemala,"(15.6356088, -89.8988086)"
765,Ghana,Tema,"(5.6598867, -0.0100905)"
766,Tunisia,Tunis,"(33.8439408, 9.400138)"
767,United Kingdom of Great Britain and Northern Ireland,Oxford,"(51.752225, -1.2583027)"
768,United States of America,"Washington, D.C.",
769,Colombia,Bogota,
770,Brazil,Rio de Janeiro,"(-22.9110136, -43.2093726)"
771,Peru,Lima,
772,United Kingdom of Great Britain and Northern Ireland,Carlisle,"(54.8948478, -2.936231)"
773,Guatemala,Guatemala,"(15.6356088, -89.8988086)"
774,Nigeria,"Akoka, lagos",
775,Ethiopia,Addis Ababa,"(9.0107934, 38.7612525)"
776,Yemen,Taiz,"(13.5752242, 44.0215268)"
777,Jordan,Amman,"(31.9515694, 35.9239625)"
778,Turkey,Izmir,"(38.4153421, 27.144474)"
779,Pakistan,Rawalpindi/Islamabad,"(33.5991484, 73.0641002)"
780,Kenya,Bungoma,"(0.7825199, 34.719266875857)"
781,Romania,Toplita,"(47.3585745, 23.465403704819)"
782,United Kingdom of Great Britain and Northern Ireland,Abingdon,"(51.6721616, -1.2834323792456)"
783,Pakistan,"Lahore, province Punjab, Pakistan",
784,Argentina,,"(-34.9964962, -64.9672816)"
785,Bangladesh,Dhaka,"(23.7593572, 90.3788136)"
786,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
787,Pakistan,Islamabad,"(33.6945756, 73.0643744)"
788,Venezuela (Bolivarian Republic of),Caracas,
789,Colombia,"Medellin, Antioquia","(6.2443382, -75.5735529)"
790,Guatemala,Antigua,"(14.5566211, -90.7338757)"
791,Ukraine,Кировоград,"(48.5105805, 32.2656283)"
792,Pakistan,Karachi,"(24.8667795, 67.0311286)"
793,United States of America,"Minneapolis, Minnesota","(44.9772995, -93.2654691)"
794,Sudan,Khartoum,"(15.5933247, 32.5356502)"
795,Italy,Partinico,"(38.043948, 13.120041)"
796,Netherlands,Zwolle,"(52.51456525, 6.09772035967769)"
797,United States of America,"Wilmington, Delaware","(39.7459468, -75.5465889)"
798,Sudan,Khartoum,"(15.5933247, 32.5356502)"
799,Brazil,São Paulo,"(-23.5506506, -46.6333823)"
800,United States of America,Anchorage,"(61.2163129, -149.8948522)"
801,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
802,Netherlands,Panningen,"(51.32930635, 5.97218146297312)"
803,Canada,Montreal,"(45.5087928, -73.5539819)"
804,India,Bhubaneswar,"(20.2603328, 85.8393432)"
805,Cameroon,Douala,"(4.0537386, 9.6644365792336)"
806,United States of America,"Washington, DC","(38.8949549, -77.0366455)"
807,Costa Rica,San Jose,"(9.9360107, -84.0919724335087)"
808,Brazil,Rio de Janeiro,"(-22.9110136, -43.2093726)"
809,Brazil,Pombal/PB,"(-6.7660589, -37.8002699)"
810,France,Colmar,"(48.0777517, 7.3579641)"
811,Sri Lanka,Colombo,"(6.934287, 79.8532704)"
812,Brazil,São Paulo,"(-23.5506506, -46.6333823)"
813,Mexico,Sinaloa,"(25.0000001, -107.5)"
814,Canada,Toronto,"(43.6529206, -79.3849007)"
815,Bangladesh,Dhaka,"(23.7593572, 90.3788136)"
816,Bulgaria,Sofia,"(42.6977211, 23.3225964)"
817,Bangladesh,Dhaka,"(23.7593572, 90.3788136)"
818,Mexico,Zacatecas,"(23.0000001, -103.0)"
819,United States of America,San Diego,"(32.7174209, -117.1627713)"
820,Brazil,Curitiba,"(-25.4295696, -49.2712361)"
821,Canada,Hamilton,"(43.254687, -79.8678196)"
822,Zimbabwe,HArAre,"(-17.8317725, 31.0456859)"
823,India,Rohtak,"(28.8948618, 76.5489879043326)"
824,Egypt,Cairo,"(30.0488185, 31.2436663)"
825,Canada,Cambridge,"(43.3842987, -80.3098063)"
826,Brazil,Rio de Janeiro,"(-22.9110136, -43.2093726)"
827,Brazil,Belo Horizonte,"(-19.9227317, -43.9450947)"
828,India,Baroda,"(30.1149, 78.61954)"
829,France,TOULOUSE,"(43.6044622, 1.4442469)"
830,Democratic Republic of the Congo,Kinshasa,"(-4.3217054, 15.3125974)"
831,Venezuela (Bolivarian Republic of),caracas,
832,India,New Delhi,"(28.6138967, 77.2159562)"
833,Pakistan,Karachi,"(24.8667795, 67.0311286)"
834,Brazil,São Paulo,"(-23.5506506, -46.6333823)"
835,New Zealand,Christchurch,"(-43.5309549, 172.6366455)"
836,Colombia,Medellin,"(6.2443382, -75.5735529)"
837,Haiti,Petion Ville,"(18.5132181, -72.2860208)"
838,Venezuela (Bolivarian Republic of),Maracaibo,
839,Lebanon,Beirut,"(33.8959203, 35.47843)"
840,New Zealand,Auckland,"(-36.8534664, 174.7655514)"
841,Saint Vincent and the Grenadines,kingstown,"(13.1561864, -61.227962)"
842,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
843,Brazil,Belo horizonte,"(-19.9227317, -43.9450947)"
844,Belarus,Minsk,"(53.902334, 27.5618791)"
845,Denmark,Copenhagen,"(55.6867243, 12.5700724)"
846,Kenya,Mombasa,"(-4.0390145, 39.648390961857)"
847,Sierra Leone,Freetown,"(8.4790017, -13.2680157)"
848,Mexico,"Córdoba, Vercruz",
849,Brazil,São Paulo,"(-23.5506506, -46.6333823)"
850,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
851,United Kingdom of Great Britain and Northern Ireland,Dundee,"(56.4593653, -2.9735212)"
852,United States of America,"NY, NY","(42.0043625736095, -74.6817702262055)"
853,Spain,Madrid,"(40.4167047, -3.7035824)"
854,Brazil,São Paulo/Cotia,
855,United Kingdom of Great Britain and Northern Ireland,Rotherham,"(53.4309799, -1.3554597)"
856,Mozambique,Maputo,"(-25.9662132, 32.5674498)"
857,Cote d'Ivoire,,"(7.9897371, -5.5679457)"
858,Netherlands,Rijswijk,"(52.03739335, 4.32250293752741)"
859,United States of America,Kingston NY,"(41.9287812, -74.0023701)"
860,Venezuela (Bolivarian Republic of),Merida,
861,Nicaragua,Managua,"(12.1461244, -86.2737169)"
862,Spain,Madrid,"(40.4167047, -3.7035824)"
863,United Kingdom of Great Britain and Northern Ireland,Wolverhampton,"(52.5847651, -2.1275669)"
864,Australia,Brisbane,"(-27.4689681, 153.0234991)"
865,Mexico,Chihuahua,"(28.5000001, -106.0)"
866,India,Kolkata,"(22.5677459, 88.3476023)"
867,Canada,Toronto,"(43.6529206, -79.3849007)"
868,Philippines,Manila,"(14.5906216, 120.9799696)"
869,Belarus,Мосты,"(53.4161322, 24.5406573)"
870,United States of America,New York,"(40.7305991, -73.9865811)"
871,Canada,Toronto,"(43.6529206, -79.3849007)"
872,Somalia,Mogadishu,"(2.0427779, 45.3385636)"
873,Estonia,Tallinn,"(59.4372155, 24.7453688)"
874,Ukraine,Львов,"(49.8419505, 24.0315968)"
875,Saint Lucia,,"(13.8250489, -60.9750359)"
876,Peru,Lima,
877,Argentina,,
878,Canada,Mississauga,"(43.5892854, -79.6441645)"
879,Canada,Ottawa,"(45.4210328, -75.6900218)"
880,El Salvador,San Salvador,
881,Egypt,Luxor,"(25.7020955, 32.6471859)"
882,Peru,Lima,
883,Brazil,Porto Alegre,"(-30.0282657, -51.2284269)"
884,United States of America,Los Angeles,
885,Morocco,Rabat,"(34.0226709, -6.8391104)"
886,France,Fort-de-France,"(14.6037193, -61.0767676)"
887,United Republic of Tanzania,Dar es Salaam,
888,Pakistan,kohat kpk,
889,United States of America,"Hayward, CA",
890,Portugal,,"(40.033265, -7.8896262)"
891,United States of America,Washington DC,"(38.8949549, -77.0366455)"
892,Argentina,Buenos Aires,
893,Peru,Lima,
894,Brazil,Campinas / SP,
895,Yemen,Sanaa,"(15.342101, 44.2005197)"
896,Spain,Sevilla,"(37.3886303, -5.995317)"
897,Brazil,Rio de Janeiro,"(-22.9110136, -43.2093726)"
898,Canada,Toronto,"(43.6529206, -79.3849007)"
899,India,New Delhi,"(28.6138967, 77.2159562)"
900,United Kingdom of Great Britain and Northern Ireland,Brighton,"(50.8220399, -0.137406)"
901,United States of America,Philadelphia,"(39.9523993, -75.1635898)"
902,Greece,Athens,"(37.9841493, 23.7279843)"
903,Bhutan,,"(27.549511, 90.5119273)"
904,Argentina,Necochea,
905,Brazil,BH,"(-19.9227317, -43.9450947)"
906,Turkey,İstanbul,"(41.0096334, 28.9651646)"
907,Greece,Athens,"(37.9841493, 23.7279843)"
908,Germany,Bonn,"(50.7358511, 7.1006599)"
909,Peru,Lima,
910,United States of America,"San Antonio, TX","(29.4246002, -98.4951404)"
911,Norway,Bergen,"(60.3943457, 5.3258853)"
912,India,udaipur,"(24.38033415, 73.9551544176044)"
913,South Africa,Johannesburg,"(-26.2049999, 28.0497222)"
914,United States of America,Mill Valley. CA.,"(37.9060368, -122.5449762)"
915,France,TARGON,"(44.73385, -0.2646399)"
916,Pakistan,Peshawar,"(34.0123846, 71.5787458)"
917,Belarus,Minsk,"(53.902334, 27.5618791)"
918,Nigeria,Abuja FCT.,"(9.0643305, 7.4892974)"
919,Brazil,Belo Horizonte,"(-19.9227317, -43.9450947)"
920,Croatia,,"(45.5643442, 17.0118954)"
921,United States of America,"Louisville, CO",
922,Canada,Hamilton,"(43.254687, -79.8678196)"
923,Peru,Lima,
924,Nigeria,"Jalingo, Taraba state",
925,Canada,toronto,"(43.6529206, -79.3849007)"
926,India,Delhi,"(28.6517178, 77.2219388)"
927,Australia,Beachmere,"(-27.0968992, 153.0008753)"
928,Madagascar,Antananarivo,"(-18.9100121, 47.5255809)"
929,Spain,Madrid,"(40.4167047, -3.7035824)"
930,Turkey,istanbul,"(41.0096334, 28.9651646)"
931,Portugal,Lisbon,"(38.7077926, -9.1365069)"
932,Philippines,Rizal,"(14.65, 121.25)"
933,Georgia,sagarejo,"(41.7325942, 45.3271378)"
934,Spain,Madrid,"(40.4167047, -3.7035824)"
935,Canada,Toronto,"(43.6529206, -79.3849007)"
936,Philippines,Pampanga,"(15.0251068, 120.6870474)"
937,Brazil,,"(-10.3333332, -53.1999999)"
938,Nigeria,Calabar.,"(4.9795999, 8.3373597)"
939,Netherlands,,"(52.2379891, 5.53460738161551)"
940,Australia,Redland Bay.,"(-27.6126944, 153.3036238)"
941,India,Tufanganj,"(26.2268262, 89.6977292)"
942,Pakistan,UAE,
943,Ecuador,Quito,"(-0.155388, -78.4862308)"
944,Fiji,Suva,"(-18.1415883, 178.4421662)"
945,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
946,Canada,Vancouver,"(49.2608944, -123.1139382)"
947,Albania,Durres,"(41.4233322, 19.5367391451597)"
948,Spain,Madrid,
949,Ukraine,,"(49.4871968, 31.2718321)"
950,Indonesia,Yogyakarta,"(-7.7829246, 110.3669652)"
951,New Zealand,Dunedin,"(-45.8739281, 170.503488)"
952,United States of America,"edgewater, Maryland","(38.9346773, -76.553202)"
953,Haiti,PAP,"(18.547327, -72.3395927)"
954,Portugal,Coimbra,"(40.2109801, -8.4292056)"
955,Australia,Sydney,"(-33.8548156, 151.2164539)"
956,United Kingdom of Great Britain and Northern Ireland,Storrington,"(50.9184454, -0.4555499)"
957,United States of America,Wellsboro,"(41.7486838, -77.3005304)"
958,Venezuela (Bolivarian Republic of),Maracaibo,
959,Mexico,distrito federal,"(19.4325301, -99.1332101)"
960,Yemen,Sana'a,"(15.342101, 44.2005197)"
961,Paraguay,Ciudad del Este,"(-25.5169014, -54.6168644)"
962,Costa Rica,San Jose,
963,Saudi Arabia,Dammam,"(26.4367824, 50.1039991)"
964,Canada,Ottawa,"(45.4210328, -75.6900218)"
965,India,NEW DELHI,"(28.6138967, 77.2159562)"
966,Morocco,Rabat,"(34.0226709, -6.8391104)"
967,Ireland,Dublin,"(53.3497645, -6.2602731)"
968,Canada,Outlook,"(51.4823671, -107.0438383)"
969,Indonesia,Bandung,"(-6.9344693, 107.6049539)"
970,Austria,,"(47.2000338, 13.199959)"
971,Colombia,Bogotá,"(4.5980478, -74.0760866)"
972,Brazil,Curitiba/Paraná,"(-25.4295696, -49.2712361)"
973,Spain,Yecla,"(38.6136138, -1.115676)"
974,Cameroon,Buea,"(4.1562251, 9.2317397)"
975,United Kingdom of Great Britain and Northern Ireland,Chelmsford,"(51.7345403, 0.4723823)"
976,Argentina,San Nicolás,"(-34.604463, -58.3844968)"
977,Mexico,Cuernavaca,"(18.9212464, -99.2341208)"
978,Belarus,Zelva,"(53.150019, 24.8165192)"
979,Ukraine,пирятин,"(50.2361111, 32.5011111)"
980,United States of America,Petaluma,"(38.270022, -122.606122313043)"
981,Australia,"Burleigh Heads, Queensland","(-28.0890825, 153.4508452)"
982,Philippines,"Montalban, Rizal","(14.731081, 121.1454645)"
983,Philippines,Caloocan City,"(14.6815301, 121.0089111)"
984,Australia,Melbourne,"(-37.8142175, 144.9631608)"
985,Japan,,"(36.5748441, 139.2394179)"
986,Spain,Madrid,"(40.4167047, -3.7035824)"
987,United Kingdom of Great Britain and Northern Ireland,Pinner,"(51.5968712, -0.3770141)"
988,Brazil,BRASILIA,"(-10.3333332, -53.1999999)"
989,Bolivia (Plurinational State of),La Paz,
990,Australia,Victoria,"(-36.5986095, 144.6780052)"
991,Australia,Stroud,"(-32.4026968, 151.9674197)"
992,Philippines,City of Manila,
993,Australia,Adelaide,"(-34.9274283, 138.599899)"
994,United States of America,"Eau Claire, WI","(44.811349, -91.498494)"
995,Australia,Brisbane,"(-27.4689681, 153.0234991)"
996,Australia,,"(-24.7761085, 134.755)"
997,Turkey,Ankara,"(39.9220732, 32.853758)"
998,United States of America,San Diego California,"(32.7174209, -117.1627713)"
999,United States of America,"Grass Valley, CA","(39.2086655, -121.053122977412)"
1000,Guatemala,City,"(14.6417889, -90.5132238)"
1001,Canada,Toronto,"(43.6529206, -79.3849007)"
1002,United Kingdom of Great Britain and Northern Ireland,,"(54.7023545, -3.2765752)"
1003,Australia,melbourne,"(-37.8142175, 144.9631608)"
1004,Thailand,Khon Kaen,"(16.3484688, 102.683469578875)"
1005,Ukraine,Кривой Рог,"(47.9102734, 33.3917703)"
1006,Egypt,Damanhour,"(31.0378738, 30.4679857)"
1007,Canada,Sudbury,"(46.4910993, -80.9907388)"
1008,Canada,Barrie,"(44.3787033, -79.7030515)"
1009,India,Trivandrum,"(8.5058909, 76.9570481)"
1010,Canada,"Montreal, Quebec","(45.5087928, -73.5539819)"
1011,Australia,Brisbane,"(-27.4689681, 153.0234991)"
1012,Canada,"Victoria,BC",
1013,Mexico,MEOQUI CHIHUAHUA MEXICO,
1014,Australia,Adelaide,"(-34.9274283, 138.599899)"
1015,Australia,Sydney,"(-33.8548156, 151.2164539)"
1016,Colombia,Guadalajara de Buga,"(3.9000578, -76.3020129)"
1017,Peru,Lima,
1018,Portugal,Lisbon,"(38.7077926, -9.1365069)"
1019,Spain,Igualada,"(41.5790182, 1.617346)"
1020,Australia,Adelaide,"(-34.9274283, 138.599899)"
1021,Australia,Sydney,"(-33.8548156, 151.2164539)"
1022,Canada,Toronto,"(43.6529206, -79.3849007)"
1023,Republic of Korea,Seoul,"(37.5666791, 126.9782914)"
1024,New Zealand,Auckland,"(-36.8534664, 174.7655514)"
1025,Canada,Luskville,"(45.5307461, -76.0165193)"
1026,Philippines,Iloilo,"(10.9534597, 122.5756326)"
1027,Tunisia,Tatawin,
1028,Fiji,Suva,"(-18.1415883, 178.4421662)"
1029,Belarus,Минск,"(53.902334, 27.5618791)"
1030,Australia,Canberra,"(-35.2819366, 149.128894)"
1031,Philippines,"Legazpi City, Albay","(13.1516322, 123.7520096)"
1032,Indonesia,,"(-4.7993355, 114.5632032)"
1033,Brazil,Sao Paulo/ S.P.,
1034,Australia,Sydney,"(-33.8548156, 151.2164539)"
1035,Jamaica,Manchester,"(18.06912875, -77.518992927508)"
1036,Honduras,San Pedro Sula,"(15.49479015, -88.067138509666)"
1037,Dominican Republic,Santo Domingo,"(18.4801972, -69.9421109)"
1038,Mexico,Mexico City,"(19.4325301, -99.1332101)"
1039,Canada,Sudbury,"(46.4910993, -80.9907388)"
1040,Fiji,Suva,"(-18.1415883, 178.4421662)"
1041,Brazil,,"(-10.3333332, -53.1999999)"
1042,Singapore,Singapore,"(1.2904527, 103.852038)"
1043,Australia,Adelaide,"(-34.9274283, 138.599899)"
1044,Malaysia,Kedah,"(5.9682875, 100.6660103)"
1045,Iraq,Baghdad,"(33.3024248, 44.3787992)"
1046,Brazil,São Paulo,"(-23.5506506, -46.6333823)"
1047,Peru,Lima,
1048,New Zealand,Hamilton,"(-37.7876213, 175.2813186)"
1049,Malaysia,Kedah,"(5.9682875, 100.6660103)"
1050,Gambia,Banjul,"(13.4553495, -16.5756456)"
1051,Madagascar,ANTANANARIVO,"(-18.9100121, 47.5255809)"
1052,Trinidad and Tobago,St. Augustine,"(10.6464474, -61.4008065)"
1053,United States of America,,"(39.7837304, -100.4458824)"
1054,Venezuela (Bolivarian Republic of),caracas,
1055,China,,"(35.000074, 104.999927)"
1056,Pakistan,Karachi,"(24.8667795, 67.0311286)"
